original_text,target,label,text,num_chars
"[argument over ""reasonable"" players and umpires deleted]



Yes, but the baseball rules say you can only appeal a ball and not a
strike. There was no decision made by the umpire regarding an appeal.
Once he called it a strike the call could not be changed.  

I thought that the umpire did the right thing.

",0,rec.sport.baseball,"[argument over ""reasonable"" players and umpires deleted] yes , but the baseball rules say you can only appeal a ball and not a strike . there was no decision made by the umpire regarding an appeal . once he called it a strike the call could not be changed . i thought that the umpire did the right thing .",305
"
Yes. As long as the goverment over there can force some authority and prevent
terrorists attack against Israel. 


Sinai had several big cities that were avcuated when isreal gave it back to
Egypth, but for a peace agreement. So it is my opinin that the settlers will not
be an obstacle for withdrawal as long it is combined with a real peace agreement
with the Arabs and the Palastinians.



Naftaly
",3,talk.politics.mideast,"yes . as long as the goverment over there can force some authority and prevent terrorists attack against israel . sinai had several big cities that were avcuated when isreal gave it back to egypth , but for a peace agreement . so it is my opinin that the settlers will not be an obstacle for withdrawal as long it is combined with a real peace agreement with the arabs and the palastinians . naftaly",399
"Just saw a new commercial(?) by the NRA. It starts out with a 
bunch of politicians talking about how to get rid of crime.
They finally realize that they need to put criminals away
longer but there isn't enough jail space so they decide on another gun
law.( During this whole seen there quoteing various statistics on how
easy criminals get off ) 
In the next seen the politician is announceing on tv how this gun law 
will get rid of crime and there is this grungy looking guy (criminal)
watching him on tv just laughing his ass off.
Classic.",2,talk.politics.guns,just saw a new commercial( ?) by the nra . it starts out with a bunch of politicians talking about how to get rid of crime . they finally realize that they need to put criminals away longer but there isn't enough jail space so they decide on another gun law .( during this whole seen there quoteing various statistics on how easy criminals get off ) in the next seen the politician is announceing on tv how this gun law will get rid of crime and there is this grungy looking guy (criminal) watching him on tv just laughing his ass off . classic .,546
"Would it be asking too much for you to DOCUMENT these allegations of
""Israel used to arrest and kill neutral reporters""? I think you confuse
Israel with other nations of that geographical region to which the notion
of a free, unmonitored by the government, press corps would be a joke.",3,talk.politics.mideast,"would it be asking too much for you to document these allegations of ""israel used to arrest and kill neutral reporters"" ? i think you confuse israel with other nations of that geographical region to which the notion of a free , unmonitored by the government , press corps would be a joke .",289
"from Dean:

Yes, you're right. After going home and reading the paper, I got the
full details. That's what I get for making a post based on WDUQ's news.
I should know by now they get just about every sports related item wrong.",1,rec.sport.hockey,"from dean: yes , you're right . after going home and reading the paper , i got the full details . that's what i get for making a post based on wduq's news . i should know by now they get just about every sports related item wrong .",231
"I got back from my trip to discover that my email spool file got blown
away.  I am missing all the playoff pool entries sent between April 5
and April 17.  It looks like about 200 entries got lost.  *Sigh*.

Therefore, I would like to ask each person that sent me a team to resend
it ASAP.  I am relying on your honesty to not make changes after the
deadline today.

Thanks in advance, and I apologize for the problem.

-- 
Andrew Scott                    | andrew@idacom.hp.com
HP IDACOM Telecom Operation     | (403) 462-0666 ext. 253",1,rec.sport.hockey,"i got back from my trip to discover that my email spool file got blown away . i am missing all the playoff pool entries sent between april 5 and april 17 . it looks like about 200 entries got lost . *sigh* . therefore , i would like to ask each person that sent me a team to resend it asap . i am relying on your honesty to not make changes after the deadline today . thanks in advance , and i apologize for the problem . -- andrew scott | andrew@idacom .hp .com hp idacom telecom operation | (403) 462-0666 ext . 253",517
"Dear Friends,

Hi!

I need some information about the Organization ofISlamic Conference (OIC).    Does anyone know if there are books, articles, or journals that contains information regarding this organization?  If you know would you please send me an E.MAil at my address!  I thank you in advance and hope to hear soon since I need thisat present.

Regards!!",3,talk.politics.mideast,"dear friends , hi! i need some information about the organization ofislamic conference (oic) . does anyone know if there are books , articles , or journals that contains information regarding this organization ? if you know would you please send me an e .mail at my address! i thank you in advance and hope to hear soon since i need thisat present . regards!!",359
"
I have not made up my mind about Waco, but there sure seems to be a group of  
devoted government following fanatics willing to believe whatever that  
government wants to tell them, without any shred of doubt, nor thought of thier  
own.  They sure get shrill whenever their belief structure is being shaken.

Kinda reminds you of the BDs, doesn't it?

Jim
--
jmd@handheld.com",2,talk.politics.guns,"i have not made up my mind about waco , but there sure seems to be a group of devoted government following fanatics willing to believe whatever that government wants to tell them , without any shred of doubt , nor thought of thier own . they sure get shrill whenever their belief structure is being shaken . kinda reminds you of the bds , doesn't it ? jim -- jmd@handheld .com",376
": 
: ""But Hadas might be a fictitious character invented by the two men for 
: billing purposes, said Mohammed Mehdi, head of the Arab-American Relations Committee.""
: 
: Tim

I would remind readers of the fact that the NY Daily News on March 5th 
reported the arrest of Joise Hadas. Foreign newspapers reported her
release shortly afterwards. I can provide copies of the articles 
upon request.",3,talk.politics.mideast,": : ""but hadas might be a fictitious character invented by the two men for : billing purposes , said mohammed mehdi , head of the arab-american relations committee ."" : : tim i would remind readers of the fact that the ny daily news on march 5th reported the arrest of joise hadas . foreign newspapers reported her release shortly afterwards . i can provide copies of the articles upon request .",395
"

(""Andi Beyer"") responds:


Talk about generalizations.  Indeed, you DO sound quite immature.


What?  The ACLU fighting against an anti-hate law?  You mean that the
ACLU would support gay-bashing, racial discrimination and anti-semitic
violence?  Thanks, Andi, for reminding us that the constitution
preserves our rights to such fun activities.


Probably, but Galileo happened to be right.

Jews are offended by the Holocaust deniers, too.  The Revisionists,
who deny that history even happened, happen to be wrong.

",3,talk.politics.mideast,"(""andi beyer"") responds: talk about generalizations . indeed , you do sound quite immature . what ? the aclu fighting against an anti-hate law ? you mean that the aclu would support gay-bashing , racial discrimination and anti-semitic violence ? thanks , andi , for reminding us that the constitution preserves our rights to such fun activities . probably , but galileo happened to be right . jews are offended by the holocaust deniers , too . the revisionists , who deny that history even happened , happen to be wrong .",521
": That more or less says it.  I flicked the Penguins game on briefly and saw
: Ulf cross-check Valeri in the face.  I am wondering if Don Cherry is going to
: go off on this at all in coach's corner.

And that was the ONLY infraction of this type in the game. 
Come on! Wake up! Geez He's not the only player who does this
sort of thing. I think we were kind of lucky. The game was not
really all that ""chippy"" considering the state NJ is in about
now.
",1,rec.sport.hockey,": that more or less says it . i flicked the penguins game on briefly and saw : ulf cross-check valeri in the face . i am wondering if don cherry is going to : go off on this at all in coach's corner . and that was the only infraction of this type in the game . come on! wake up! geez he's not the only player who does this sort of thing . i think we were kind of lucky . the game was not really all that ""chippy"" considering the state nj is in about now .",455
"Me, too... RBI are a worthless stat. Of course, so is stolen bases because 
sometimes runners are in front of a player that would otherwise run. And of
course pitchers pitch differently with different people on different bases,
so batting average, slugging and obp out, too.  Hmmm... i guess homers would
not count then, either.
My point? RBI might not be a perfect stat but nothing is. And no stat (or lack
of) can tell me there are no clutch hitters. Maybe no stat CAN tell me,
either, but some people are... I just know it!!! 8)",0,rec.sport.baseball,"me , too . . . rbi are a worthless stat . of course , so is stolen bases because sometimes runners are in front of a player that would otherwise run . and of course pitchers pitch differently with different people on different bases , so batting average , slugging and obp out , too . hmmm . . . i guess homers would not count then , either . my point ? rbi might not be a perfect stat but nothing is . and no stat (or lack of) can tell me there are no clutch hitters . maybe no stat can tell me , either , but some people are . . . i just know it!!! 8)",553
"I'm starting an informal poll on goalie masks. I'd like to know
who's mask you think looks the best. I've always like Curtis Joseph's
of the Blues the best. Anyway, send your nominations to me, or post your
vote here on r.s.h. My e-mail adress is: gtd597a@prism.gatech.edu

	Thanks for your time.
",1,rec.sport.hockey,"i'm starting an informal poll on goalie masks . i'd like to know who's mask you think looks the best . i've always like curtis joseph's of the blues the best . anyway , send your nominations to me , or post your vote here on r .s .h . my e-mail adress is: gtd597a@prism .gatech .edu thanks for your time .",305
"
Looks like Bob Errey's ring really sparkles in that locker room, and everyone
else wants one, too! :-)  Correct me if I'm wrong though, (just through
the net, not through e-mail, I don't need 100 rl's in my e-mail!) but wasn't
Boston down 2-0 vs. Buffalo last year?Boston lost 1 and 2 at home and won
3 and 4 in Buffalo.  Whoever wins game 3 will advance.  Simple as that!!! :-)",1,rec.sport.hockey,"looks like bob errey's ring really sparkles in that locker room , and everyone else wants one , too! :-) correct me if i'm wrong though , (just through the net , not through e-mail , i don't need 100 rl's in my e-mail!) but wasn't boston down 2-0 vs . buffalo last year ?boston lost 1 and 2 at home and won 3 and 4 in buffalo . whoever wins game 3 will advance . simple as that!!! :-)",384
"
Indeed Yaqouv, just like the ugly hatred spread by Kahane and
Kahanists, right?   Or they are exempt from condemnation, and allowed
to hate?

I know you'll answer me indirectly, it doesn't bother me a bit.
Keep it up.

Steel (who's never pissed off).

",3,talk.politics.mideast,"indeed yaqouv , just like the ugly hatred spread by kahane and kahanists , right ? or they are exempt from condemnation , and allowed to hate ? i know you'll answer me indirectly , it doesn't bother me a bit . keep it up . steel (who's never pissed off) .",255
"
I do (did) contribute to the ARF mortgage fund but when interest
rates plumetted, I just paid it off.

The problem is, I couldn't convince Congress to move my home to 
a nicer location on Federal land.

BTW, even though the building is alleged to be funded by tax exempt
private funds, the maintainence and operating costs will be borne by 
taxpayers forever.

Would anyone like to guess how much that will come to and tell us why
this point is never mentioned?",3,talk.politics.mideast,"i do (did) contribute to the arf mortgage fund but when interest rates plumetted , i just paid it off . the problem is , i couldn't convince congress to move my home to a nicer location on federal land . btw , even though the building is alleged to be funded by tax exempt private funds , the maintainence and operating costs will be borne by taxpayers forever . would anyone like to guess how much that will come to and tell us why this point is never mentioned ?",464
"



Just to address this one point, what about the two Katyusha rocket 
attacks made within Lebanon, for which Fatah claimed responsibility.
I didn't realize that one can use Katyushas while onr is disarmed.
Also, Page 8 of today's New York Times, Faisal Saleh, a high ranking 
Fatah official, and his 9 month old son were gunned down in Beirut 
by members of Abu Nidal.  There have been 46 assasination attempts 
in 1993 alone in the fued between these two factions, resulting in
11 deaths.",3,talk.politics.mideast,"just to address this one point , what about the two katyusha rocket attacks made within lebanon , for which fatah claimed responsibility . i didn't realize that one can use katyushas while onr is disarmed . also , page 8 of today's new york times , faisal saleh , a high ranking fatah official , and his 9 month old son were gunned down in beirut by members of abu nidal . there have been 46 assasination attempts in 1993 alone in the fued between these two factions , resulting in 11 deaths .",493
"
     Our white knight for Islam rides in again! Our instant expert
on religion, race and ethnicity is at the door! Stand back all. Let 
him through. He's going to single-handedly rescue Islam from all these
dastardly mistakes, misquotes, misconceptions.
",3,talk.politics.mideast,"our white knight for islam rides in again! our instant expert on religion , race and ethnicity is at the door! stand back all . let him through . he's going to single-handedly rescue islam from all these dastardly mistakes , misquotes , misconceptions .",253
"
Oh... I forgot... Art Shamsky, former Red and Mets player.  Batted .301
between injuries in 1969 (fell short of qualifying for Top 10 because of
injuries and platoon with Ron Swoboda; no Swobo wasn't Jewish).",0,rec.sport.baseball,"oh . . . i forgot . . . art shamsky , former red and mets player . batted .301 between injuries in 1969 (fell short of qualifying for top 10 because of injuries and platoon with ron swoboda; no swobo wasn't jewish) .",216
" 
 
 
 
 Hey, we could start a new game on the net.  It's called 'Where's Roger?'
It's similiar to 'Where's Waldo?' but instead of finding Waldo in a picture
of people, we try to find Roger in a newsgroup on the net.
 I predict that he'll be in r.s.basketball.pro next.
 
 ",1,rec.sport.hockey,"hey , we could start a new game on the net . it's called 'where's roger ?' it's similiar to 'where's waldo ?' but instead of finding waldo in a picture of people , we try to find roger in a newsgroup on the net . i predict that he'll be in r .s .basketball .pro next .",268
"BOSTON (0) AT SEATTLE (7)
 
 BOSTON          AB  R  H BI  SEATTLE         AB  R  H BI
 RILES 2B         3  0  0  0  FELDER LF        4  0  1  1
 QUINTANA RF      2  0  0  0  COTTO DH         3  0  0  0
 GREENWELL LF     3  0  0  0  SASSER PH        1  0  0  0
 DAWSON DH        3  0  0  0  GRIFFEY JR CF    4  0  0  0
 M VAUGHN 1B      3  0  0  0  BUHNER RF        3  1  0  0
 CALDERON CF      3  0  0  0  BOONE 2B         4  2  3  2
 COOPER 3B        3  0  0  0  T MARTINEZ 1B    3  1  1  0
 JOHN VALENTIN SS 3  0  0  0  BLOWERS 3B       4  1  2  1
 PENA C           3  0  0  0  VALLE C          4  1  2  2
                              VIZQUEL SS       4  1  2  0
 TOTALS          26  0  0  0  TOTALS          34  7 11  6",0,rec.sport.baseball,boston (0) at seattle (7) boston ab r h bi seattle ab r h bi riles 2b 3 0 0 0 felder lf 4 0 1 1 quintana rf 2 0 0 0 cotto dh 3 0 0 0 greenwell lf 3 0 0 0 sasser ph 1 0 0 0 dawson dh 3 0 0 0 griffey jr cf 4 0 0 0 m vaughn 1b 3 0 0 0 buhner rf 3 1 0 0 calderon cf 3 0 0 0 boone 2b 4 2 3 2 cooper 3b 3 0 0 0 t martinez 1b 3 1 1 0 john valentin ss 3 0 0 0 blowers 3b 4 1 2 1 pena c 3 0 0 0 valle c 4 1 2 2 vizquel ss 4 1 2 0 totals 26 0 0 0 totals 34 7 11 6,453
"





As one who was born in Quebec and worked in Montreal, I feel I must
defend the reputation of McGill University. It is a fine, old,
creditable institution of higher learning.

Thus, I can only assume that some under graduate student left his/her
terminal on-line and the janitor has been getting access to it.",3,talk.politics.mideast,"as one who was born in quebec and worked in montreal , i feel i must defend the reputation of mcgill university . it is a fine , old , creditable institution of higher learning . thus , i can only assume that some under graduate student left his/her terminal on-line and the janitor has been getting access to it .",314
"Have the rules for goalies' equipment changed? It seems that e.g. glove
has become bigger and bigger all the time (and pads too), and the goalies are
wearing ""over size"" jerseys. Am I dreaming? If you watch old photos or
films let say about ten years back, I think the difference is quite obvious.
Who is an expert on this, please let me know. (Or have the goalies become
bigger?)",1,rec.sport.hockey,"have the rules for goalies' equipment changed ? it seems that e .g . glove has become bigger and bigger all the time (and pads too) , and the goalies are wearing ""over size"" jerseys . am i dreaming ? if you watch old photos or films let say about ten years back , i think the difference is quite obvious . who is an expert on this , please let me know . (or have the goalies become bigger ?)",391
"T.S.Reddy writes

While the people here may be claim to be Muslim, the actions reported here,  
if they actually happened, are 180 degrees opposite from what Islam stands  
for, and I, for one, condemn them.
--",3,talk.politics.mideast,"t .s .reddy writes while the people here may be claim to be muslim , the actions reported here , if they actually happened , are 180 degrees opposite from what islam stands for , and i , for one , condemn them . --",214
"
*sigh*

It is standard procedure to suspend law enforcement officers, or re-assign
them to administrative (non enforcement) duties, while an investigation
into possible misconduct is going on. The Administration has given no
indication that such suspensions will occur in this case. And given that
the president, attorney general and governor were all involved in the
decisions that led to the Waco Massacre, they should also suspend all
activities regarding law enforcement. Given their positions, that equates
to an enforced vacation.

",2,talk.politics.guns,"*sigh* it is standard procedure to suspend law enforcement officers , or re-assign them to administrative (non enforcement) duties , while an investigation into possible misconduct is going on . the administration has given no indication that such suspensions will occur in this case . and given that the president , attorney general and governor were all involved in the decisions that led to the waco massacre , they should also suspend all activities regarding law enforcement . given their positions , that equates to an enforced vacation .",544
"





Is your stomach all right? Unable to digest your lunch?
Cool down... In the context of Bosnia muslims are a nation.
And nobody talked about them being a race.



And Yugoslavia was a recognized nation. If you apply the principle 
of self determination to Yugoslavia then you should apply it to
Croatia and Bosnia. Of course, you might want to apply again to
Kossovo.",3,talk.politics.mideast,"is your stomach all right ? unable to digest your lunch ? cool down . . . in the context of bosnia muslims are a nation . and nobody talked about them being a race . and yugoslavia was a recognized nation . if you apply the principle of self determination to yugoslavia then you should apply it to croatia and bosnia . of course , you might want to apply again to kossovo .",373
"

I don't ""notice"" refs and linesmen until the playoffs come around, and
yes I have to agree that Stewart called the *two* worst games I've seen
so far (Mtl-Quebec game 1, and last nights Toronto-Detroit game).

What's the scoop on this guy? Is he the latest incarnation of
KERRY FRASER??? Just because you are boneheadedly stubborn doesn't
make you a good ref!!! Making the right call does...

My votes for:
Best Ref: Van Hellemond
Most Improved: Koharski
Worst: Paul Stewart

(Oops, I don't really want to start a best/worst ref thread so don't
follow up ;-)",1,rec.sport.hockey,"i don't ""notice"" refs and linesmen until the playoffs come around , and yes i have to agree that stewart called the *two* worst games i've seen so far (mtl-quebec game 1 , and last nights toronto-detroit game) . what's the scoop on this guy ? is he the latest incarnation of kerry fraser ? ? ? just because you are boneheadedly stubborn doesn't make you a good ref!!! making the right call does . . . my votes for: best ref: van hellemond most improved: koharski worst: paul stewart (oops , i don't really want to start a best/worst ref thread so don't follow up ;-)",566
"

	Wrong.  Zionism *acknowledges* the fact that anti-Semites
exist, and prevent Jews from living in peace.  That does not mean we
agree that Jews are all greedy, that Jews kill Christian Children,
commited deicide, or anything else.  We acknowledge that there are
morons out there who do believe these things.

Adam



Adam Shostack 				       adam@das.harvard.edu",3,talk.politics.mideast,"wrong . zionism *acknowledges* the fact that anti-semites exist , and prevent jews from living in peace . that does not mean we agree that jews are all greedy , that jews kill christian children , commited deicide , or anything else . we acknowledge that there are morons out there who do believe these things . adam adam shostack adam@das .harvard .edu",353
"According to the hockey gurus over at ESPN, should the Islanders win tonite
the two teams will have the same record, but the Devils will be playing the
Penguins.  This is because the Islanders have won the season series against
the Devils.  I think the rules for deciding a tie breaker include:

1.  season series
2.  goals against
3.  goals for

in this order (correct me if I'm wrong).  Anyone have anything to add?

Craig",1,rec.sport.hockey,"according to the hockey gurus over at espn , should the islanders win tonite the two teams will have the same record , but the devils will be playing the penguins . this is because the islanders have won the season series against the devils . i think the rules for deciding a tie breaker include: 1 . season series 2 . goals against 3 . goals for in this order (correct me if i'm wrong) . anyone have anything to add ? craig",424
"
   How many of you readers know anything about Jews living in the
Arab countries?  How many of you know if Jews still live in these
countries?  How many of you know what the circumstances of Arabic
Jews leaving their homelands were?  Just curious.


",3,talk.politics.mideast,how many of you readers know anything about jews living in the arab countries ? how many of you know if jews still live in these countries ? how many of you know what the circumstances of arabic jews leaving their homelands were ? just curious .,245
"The subject line says it all.  Is it terribly difficult to get tickets
to Penguins games, especially now that they are in the playoffs?  Would
it be easy to find scalpers outside of the Igloo selling tickets?",1,rec.sport.hockey,"the subject line says it all . is it terribly difficult to get tickets to penguins games , especially now that they are in the playoffs ? would it be easy to find scalpers outside of the igloo selling tickets ?",210
"
After reading my local paper today, I found out that the Phillies
started the 1964 season at 10-2.  I am not as old as 1964, but I've
heard many talk about the serious choke job the Phillies did that
season. They were ahead of the Cardinals by 15 games that season in
mid-August.  They managed to lose a bunch from then on and the
Cardinals took the division.  15!!! games ahead and lost it.... I
hope this season is MUCH different.

",0,rec.sport.baseball,"after reading my local paper today , i found out that the phillies started the 1964 season at 10-2 . i am not as old as 1964 , but i've heard many talk about the serious choke job the phillies did that season . they were ahead of the cardinals by 15 games that season in mid-august . they managed to lose a bunch from then on and the cardinals took the division . 15!!! games ahead and lost it . . . . i hope this season is much different .",440
"
     There is no such thing as ""completely secure,"" especially when dealing
with High Technology. It's all a question of cost: what cost are you
willing to bear to protect your information vs. what rewards the ""bad guys""
are going to get if they break it. The rewards of breaking such a single ID
system would be high indeed.",2,talk.politics.guns,"there is no such thing as ""completely secure ,"" especially when dealing with high technology . it's all a question of cost: what cost are you willing to bear to protect your information vs . what rewards the ""bad guys"" are going to get if they break it . the rewards of breaking such a single id system would be high indeed .",325
"
Wow, the scope of the mission of the ATF continues to expand.  Besides
Alcohol, Tobacco, and Firearms, they now seem to be involded in Child
Protective Services, Drug Enforcement and Tax Evasion.

They look to be on the road to being the nations *boys in blue*!
No Knock in one hand, M-16 in the other.  Zeik-Heil!!!

Lance


",2,talk.politics.guns,"wow , the scope of the mission of the atf continues to expand . besides alcohol , tobacco , and firearms , they now seem to be involded in child protective services , drug enforcement and tax evasion . they look to be on the road to being the nations *boys in blue*! no knock in one hand , m-16 in the other . zeik-heil!!! lance",328
"



Your doubts are unsubstantiated, have some faith in us..




Yes I agree..  Lets say I call my self a XXX.  I go and shoot your family 
in cold blood.  Does that mean that XXX is responsible? No.  I am.
People tend to associate others with color/creed/etc.. it is a form of racism.




",3,talk.politics.mideast,"your doubts are unsubstantiated , have some faith in us . . yes i agree . . lets say i call my self a xxx . i go and shoot your family in cold blood . does that mean that xxx is responsible ? no . i am . people tend to associate others with color/creed/etc . . it is a form of racism .",285
"

The USA Today says ""late this year"".  The question is, will hockey be moved to
ESPN2 permenantly, or will it be where they have a game of the week on
ESPN, and have a bunch of other games on ESPN2?


-- 
Mike Cornell     | ""There are a great many people in the country today who,
mac18@po.cwru.edu|  through no fault of their own, are sane."" -Monty Python",1,rec.sport.hockey,"the usa today says ""late this year"" . the question is , will hockey be moved to espn2 permenantly , or will it be where they have a game of the week on espn , and have a bunch of other games on espn2 ? -- mike cornell | ""there are a great many people in the country today who , mac18@po .cwru .edu| through no fault of their own , are sane ."" -monty python",356
"
(Whatever the above comment has to do with the hazards of fighting a
fire in the midst of ammo cooking off...)
Maybe the fire department was loudly complaining the whole time about
being diverted from their other duties, and the FBI said ""FIne. Go home
and we'll call you if we need you.""  A million things could have happened,
we don't know.

BTW, this is the first time I have heard that the Waco FD was on scene
for all but the last 2 days...  what's the source (out of curiosity)?


",2,talk.politics.guns,"(whatever the above comment has to do with the hazards of fighting a fire in the midst of ammo cooking off . . .) maybe the fire department was loudly complaining the whole time about being diverted from their other duties , and the fbi said ""fine . go home and we'll call you if we need you ."" a million things could have happened , we don't know . btw , this is the first time i have heard that the waco fd was on scene for all but the last 2 days . . . what's the source (out of curiosity) ?",494
"





Peter, I think you are ridiculous here. Stupidity is not a measure of how
well someone knows our judicial system. I guess Marc meant that he is 
against death penalty. But no matter what he meant, your statement not 
justified.


Regards, ",3,talk.politics.mideast,"peter , i think you are ridiculous here . stupidity is not a measure of how well someone knows our judicial system . i guess marc meant that he is against death penalty . but no matter what he meant , your statement not justified . regards ,",241
"
Since one is also unlikely to get ""the truth"" from either Arab or 
Palestinian news outlets, where do we go to ""understand"", to learn? 
Is one form of propoganda more reliable than another? The only way 
to determine that is to try and get beyond the writer's ""political
agenda"", whether it is ""on"" or ""against"" our *side*.

Tim ",3,talk.politics.mideast,"since one is also unlikely to get ""the truth"" from either arab or palestinian news outlets , where do we go to ""understand"" , to learn ? is one form of propoganda more reliable than another ? the only way to determine that is to try and get beyond the writer's ""political agenda"" , whether it is ""on"" or ""against"" our *side* . tim",330
"

Sealing off the Gaza Strip has the interesting side-effect of
demonstrating the non-viability of Gaza as an independent state.
Where are all of these people going to go to find work if they are
separated from Israel?  If they complain about having to show id cards
on the way to work, how will they feel about showing passports on the
way to work?
",3,talk.politics.mideast,"sealing off the gaza strip has the interesting side-effect of demonstrating the non-viability of gaza as an independent state . where are all of these people going to go to find work if they are separated from israel ? if they complain about having to show id cards on the way to work , how will they feel about showing passports on the way to work ?",350
"In  <1qvos8$r78@cl.msu.>, vergolin@euler.lbs.msu.edu (David Vergolini) writes...

There's quite a few Wings fans lurking about here, they just tend
to be low key and thoughtful rather than woofers.  I suppose every
family must have a Roger Clinton, though.  But remember (to paraphrase
one of my favorite Star Trek lines), ""if we adopt the ways of the Leaf
fans, we are as bad as the Leaf fans"".

Ron",1,rec.sport.hockey,"in <1qvos8$r78@cl .msu .> , vergolin@euler .lbs .msu .edu (david vergolini) writes . . . there's quite a few wings fans lurking about here , they just tend to be low key and thoughtful rather than woofers . i suppose every family must have a roger clinton , though . but remember (to paraphrase one of my favorite star trek lines) , ""if we adopt the ways of the leaf fans , we are as bad as the leaf fans"" . ron",411
"I like what Mr. Joseph Biden had to say yesterday 5/11/93 in the senate.

Condemening the european lack of action and lack of support to us plans 
and calling that ""moral rape"".

He went on to say that the reason for that is ""out right religious BIGOTRY""
",3,talk.politics.mideast,"i like what mr . joseph biden had to say yesterday 5/11/93 in the senate . condemening the european lack of action and lack of support to us plans and calling that ""moral rape"" . he went on to say that the reason for that is ""out right religious bigotry""",254
"

Right Gerald.  And take away Bob Probert and the Wings are dead Octopuses.


Let's wait for the body to get cold before we start in with the eulogies
hm?  They have only lost ONE game.  The game was in Detroit after all and
Potvin did not have his best evening.  Nobody that I saw thought that the
Leafs would sweep the Wings.  It looks like it might go six.  The Leafs
will take the Wings home advantage away in the next game.


-- ",1,rec.sport.hockey,right gerald . and take away bob probert and the wings are dead octopuses . let's wait for the body to get cold before we start in with the eulogies hm ? they have only lost one game . the game was in detroit after all and potvin did not have his best evening . nobody that i saw thought that the leafs would sweep the wings . it looks like it might go six . the leafs will take the wings home advantage away in the next game . --,430
"Speaking of Roger and ilk, whatever happened to good ol' gln?  I had him in
my kill file since last year's playoffs and now that I've moved to a new
news reader which doesn't have kill files, I find that he's gone.  I must
admit, however, that unlike gln, Roger seems to know something about the game
as long as the subject doesn't touch on the Leafs.",1,rec.sport.hockey,"speaking of roger and ilk , whatever happened to good ol' gln ? i had him in my kill file since last year's playoffs and now that i've moved to a new news reader which doesn't have kill files , i find that he's gone . i must admit , however , that unlike gln , roger seems to know something about the game as long as the subject doesn't touch on the leafs .",357
"	Minor quibble back at you.  I am in the same general area as
	the Koresh compound and I can tell you that the air was quite
	chilly that morning, especially with the high winds that
	were blowing. (Of course the swiss cheese walls made it
	even worse. ;-)
",2,talk.politics.guns,"minor quibble back at you . i am in the same general area as the koresh compound and i can tell you that the air was quite chilly that morning , especially with the high winds that were blowing . (of course the swiss cheese walls made it even worse . ;-)",254
"
I'd be willing to make two wagers:
1) Snow doesn't win ROY.
2) Mattingly is out of baseball within five years.

I'm skeptical of the first, because I don't think Snow is that good a
player, and he is on a losing team.

I'm skeptical of the second because of his back.  Mattingly is 32 this
year, and how many players play until they are 40?  Not too many, and
most of them didn't have chronic back problems when they were 32.

Could be wrong on either or both, but I think that's the smart way to
bet...",0,rec.sport.baseball,"i'd be willing to make two wagers: 1) snow doesn't win roy . 2) mattingly is out of baseball within five years . i'm skeptical of the first , because i don't think snow is that good a player , and he is on a losing team . i'm skeptical of the second because of his back . mattingly is 32 this year , and how many players play until they are 40 ? not too many , and most of them didn't have chronic back problems when they were 32 . could be wrong on either or both , but i think that's the smart way to bet . . .",512
"

What makes you think Buck will still be in New York at year's end with
George back?  :-)

--
    Keith Keller				LET'S GO RANGERS!!!!!
						LET'S GO QUAKERS!!!!!
	kkeller@mail.sas.upenn.edu		IVY LEAGUE CHAMPS!!!!",0,rec.sport.baseball,what makes you think buck will still be in new york at year's end with george back ? :-) -- keith keller let's go rangers!!!!! let's go quakers!!!!! kkeller@mail .sas .upenn .edu ivy league champs!!!!,200
"Okay, here's the entry sheet.  Keep in mind that not all spots are
decided, so it may change.

     Series  			Your Pick		Games

  Division Semis

NY Islanders-Pittsburgh
New Jersey-Washington

Buffalo-Boston
Montreal-Quebec

St. Louis-Chicago
Toronto-Detroit

Winnipeg-Vancouver
Los Angeles-Calgary

  Division Finals

Patrick
Adams
Norris
Smythe

  Conference Finals

Wales
Campbell


Stanley Cup winner


See previous post for scoring.  Good luck!

--
    Keith Keller				LET'S GO RANGERS!!!!!
						LET'S GO QUAKERS!!!!!
	kkeller@mail.sas.upenn.edu		IVY LEAGUE CHAMPS!!!!",1,rec.sport.hockey,"okay , here's the entry sheet . keep in mind that not all spots are decided , so it may change . series your pick games division semis ny islanders-pittsburgh new jersey-washington buffalo-boston montreal-quebec st . louis-chicago toronto-detroit winnipeg-vancouver los angeles-calgary division finals patrick adams norris smythe conference finals wales campbell stanley cup winner see previous post for scoring . good luck! -- keith keller let's go rangers!!!!! let's go quakers!!!!! kkeller@mail .sas .upenn .edu ivy league champs!!!!",536
"...

One might well ask if CA gun owners have given up on the NRA/CRPA.

The national NRA doesn't march in and get things passed.  They provide
a convenient label for local activities/activists.

-andy",2,talk.politics.guns,. . . one might well ask if ca gun owners have given up on the nra/crpa . the national nra doesn't march in and get things passed . they provide a convenient label for local activities/activists . -andy,202
